itemString,itemName,stackSize,quantity,price,otherPlayer,player,time,source
i:39567,?,3,6,1950,Merchant,Onissan,1666211175,Vendor
i:33419,?,1,5,17997,Merchant,Onissan,1666211175,Vendor
i:45196,Tattered Cloth,2,10,100,Merchant,Onissan,1666211175,Vendor
i:46002,?,3,21,5,Merchant,Onissan,1666211227,Vendor
i:37644,?,1,1,98023,Merchant,Onissan,1666212682,Vendor
i:33631,Frosted Claw,3,9,487,Merchant,Onissan,1666215215,Vendor
i:39211,Serrated Fang,4,20,1950,Merchant,Onissan,1666215215,Vendor
i:39212,Indurate Claw,3,18,2475,Merchant,Onissan,1666215215,Vendor
i:37606,?,1,1,1,Merchant,Onissan,1666215215,Vendor
i:39513,Efflorescing Shards,2,10,2499,Merchant,Onissan,1666216744,Vendor
i:43852,Thick Fur Clothing Scraps,2,14,5000,Merchant,Onissan,1666216744,Vendor
i:39209,Scintillating Stone Shard,3,27,1950,Merchant,Onissan,1666216744,Vendor
i:41338,Sprung Whirlygig,3,36,465,Merchant,Onissan,1666216744,Vendor
i:37826,?,1,1,49634,Merchant,Onissan,1666216772,Vendor
i:37853,Advanced Tooled-Leather Bands,1,1,49556,Merchant,Onissan,1666216777,Vendor
i:33360,?,1,2,6064,Merchant,Onissan,1666222248,Vendor
i:33373,?,1,3,7386,Merchant,Onissan,1666222248,Vendor
i:33410,?,1,2,15304,Merchant,Onissan,1666223392,Vendor
i:33562,?,1,4,1735,Merchant,Onissan,1666223687,Vendor
i:33454,Salted Venison,2,2,425,Merchant,Onissan,1666223692,Vendor
i:36809,?,1,4,1735,Merchant,Onissan,1666227838,Vendor
i:44750,Mountain Water,16,16,320,Merchant,Onissan,1666228999,Vendor
i:33449,Crusty Flatbread,11,11,425,Merchant,Onissan,1666228999,Vendor
i:36871,?,1,1,56913,Merchant,Onissan,1666229002,Vendor
i:20561,?,1,1,1,Merchant,Onissan,1666229003,Vendor
i:36782,Succulent Clam Meat,3,3,150,Merchant,Onissan,1666229004,Vendor
i:24282,Rogue's Diary,1,7,4562,Merchant,Anyaaknees,1666236195,Vendor
i:38263,?,1,8,990,Merchant,Anyaaknees,1666236195,Vendor
i:38269,Soggy Handkerchief,2,20,975,Merchant,Anyaaknees,1666236195,Vendor
i:38260,?,2,24,990,Merchant,Anyaaknees,1666236195,Vendor
i:37467,?,3,39,975,Merchant,Anyaaknees,1666236195,Vendor
i:24281,?,1,16,302,Merchant,Anyaaknees,1666236195,Vendor
i:39567,?,19,323,1950,Merchant,Anyaaknees,1666236195,Vendor
i:24231,?,5,90,52,Merchant,Anyaaknees,1666236195,Vendor
i:33429,Ice Cleaver,1,21,38331,Merchant,Anyaaknees,1666236195,Vendor
i:43852,Thick Fur Clothing Scraps,1,21,5000,Merchant,Anyaaknees,1666236195,Vendor
i:33454,Salted Venison,5,5,425,Merchant,Anyaaknees,1666236200,Vendor
i:38989,Scroll of Enchant Chest - Super Stats,1,1,285000,Ayvalee,Jarlbalgruf,1666230623,Auction
i:33470,Frostweave Cloth,5,55,6460,Durban,Jarlbalgruf,1666230739,Auction
i:43102,Frozen Orb,1,1,608000,Enzyté,Jarlbalgruf,1666230850,Auction
i:38989,Scroll of Enchant Chest - Super Stats,1,1,285000,Melmez,Jarlbalgruf,1666231059,Auction
i:38989,Scroll of Enchant Chest - Super Stats,1,1,285000,Darkscourge,Jarlbalgruf,1666231107,Auction
i:35623,Eternal Air,1,1,123500,Juniperbeary,Jarlbalgruf,1666231117,Auction
i:40199,Pygmy Suckerfish,2,14,11400,Fíxy,Jarlbalgruf,1666231136,Auction
i:40195,Pygmy Oil,1,7,9500,Fíxy,Jarlbalgruf,1666231168,Auction
i:44449,Scroll of Enchant Boots - Assault,1,1,190000,Muhammad,Jarlbalgruf,1666231608,Auction
i:35625,Eternal Life,1,1,112575,Darillin,Jarlbalgruf,1666231768,Auction
i:42996,Snapper Extreme,1,6,57000,Vaalabank,Jarlbalgruf,1666231919,Auction
i:43015,Fish Feast,1,5,61750,Baileysn,Jarlbalgruf,1666232195,Auction
i:36905,Lichbloom,1,6,9025,Stevenroger,Jarlbalgruf,1666232224,Auction
i:7909,Aquamarine,1,1,171000,Munnyman,Jarlbalgruf,1666232388,Auction
i:38979,Scroll of Enchant Gloves - Exceptional Spellpower,1,1,190000,Faeandraa,Jarlbalgruf,1666232686,Auction
i:39532,?,8,32,1185,Merchant,Fantassthicc,1666245004,Vendor
i:33425,Ice-Pitted Blade,1,4,30199,Merchant,Fantassthicc,1666245004,Vendor
i:33377,?,1,5,14993,Merchant,Fantassthicc,1666245004,Vendor
i:39533,?,4,28,1325,Merchant,Fantassthicc,1666245004,Vendor
i:33408,?,1,7,10203,Merchant,Fantassthicc,1666245004,Vendor
i:33440,?,1,9,16297,Merchant,Fantassthicc,1666245004,Vendor
i:33454,Salted Venison,1,1,425,Merchant,Fantassthicc,1666245014,Vendor
i:36697:-14,?,1,1,98659,Merchant,Fantassthicc,1666245058,Vendor
i:44750,Mountain Water,20,20,320,Merchant,Fantassthicc,1666245065,Vendor
i:33449,Crusty Flatbread,20,20,425,Merchant,Fantassthicc,1666245068,Vendor
i:36419:-32,?,1,1,31478,Merchant,Fantassthicc,1666245083,Vendor
i:39532,?,4,16,1185,Merchant,Fantassthicc,1666246218,Vendor
i:33372,?,1,5,14717,Merchant,Fantassthicc,1666246218,Vendor
i:33449,Crusty Flatbread,20,20,425,Merchant,Fantassthicc,1666246223,Vendor
i:44750,Mountain Water,20,20,320,Merchant,Fantassthicc,1666246231,Vendor
i:36307:-43,?,1,1,29566,Merchant,Fantassthicc,1666246244,Vendor
i:36446:-36,?,1,1,54930,Merchant,Fantassthicc,1666246252,Vendor
i:44750,Mountain Water,10,10,320,Merchant,Fantassthicc,1666248239,Vendor
i:33449,Crusty Flatbread,10,10,425,Merchant,Fantassthicc,1666248239,Vendor
i:43015,Fish Feast,1,1,61750,Oomservice,Jarlbalgruf,1666238141,Auction
i:36903,Adder's Tongue,1,1,14250,Kindree,Jarlbalgruf,1666238221,Auction
i:44449,Scroll of Enchant Boots - Assault,1,1,190000,Salvbank,Jarlbalgruf,1666239122,Auction
i:36903,Adder's Tongue,1,8,14250,Hnm,Jarlbalgruf,1666239485,Auction
i:36901,Goldclover,6,6,6460,Supertieg,Jarlbalgruf,1666239700,Auction
i:44128,Arctic Fur,1,1,399000,Herbertinz,Jarlbalgruf,1666241485,Auction
i:36904,Tiger Lily,2,10,7125,Neartah,Jarlbalgruf,1666245054,Auction
i:5237,?,1,1,10,Merchant,Anyaaknees,1666278562,Vendor
i:29450,Telaari Grapes,1,1,400,Merchant,Anyaaknees,1666278563,Vendor
i:43234,?,1,1,875,Merchant,Anyaaknees,1666278563,Vendor
i:43235,Wound Poison VII,1,1,1000,Merchant,Anyaaknees,1666278617,Vendor
i:33452,Honey-Spiced Lichen,1,1,425,Merchant,Anyaaknees,1666278617,Vendor
i:45200,Sickly Fish,2,12,18,Merchant,Anyaaknees,1666279700,Vendor
i:43653,?,1,8,62,Merchant,Anyaaknees,1666279700,Vendor
i:45198,Weeds,1,10,18,Merchant,Anyaaknees,1666279700,Vendor
i:46359,Velociraptor Skull,1,12,3369,Merchant,Anyaaknees,1666279700,Vendor
i:43571,Sewer Carp,2,2,62,Merchant,Anyaaknees,1666279706,Vendor
i:41119,Saronite Bomb,20,60,250,Merchant,Jarlbalgruf,1666281191,Vendor
i:41119,Saronite Bomb,5,5,250,Merchant,Jarlbalgruf,1666281192,Vendor
i:17058,Fish Oil,19,19,7,Merchant,Jarlbalgruf,1666281194,Vendor
i:41812,Barrelhead Goby,4,4,8,Merchant,Jarlbalgruf,1666281194,Vendor
i:17057,Shiny Fish Scales,17,17,7,Merchant,Jarlbalgruf,1666281194,Vendor
i:37091,Scroll of Intellect VII,2,2,270,Merchant,Jarlbalgruf,1666281199,Vendor
i:33567,Borean Leather Scraps,1,1,450,Merchant,Jarlbalgruf,1666281202,Vendor
i:3381,?,1,4,303,Merchant,Onissan,1666283654,Vendor
i:45200,Sickly Fish,4,20,18,Merchant,Onissan,1666283654,Vendor
i:45194,?,1,8,18,Merchant,Onissan,1666283654,Vendor
i:45198,Weeds,1,8,18,Merchant,Onissan,1666283654,Vendor
i:45196,Tattered Cloth,1,9,100,Merchant,Onissan,1666283654,Vendor
i:43653,?,1,11,62,Merchant,Onissan,1666283654,Vendor
i:43694,?,2,24,62,Merchant,Onissan,1666283654,Vendor
i:33379,?,1,12,16735,Merchant,Onissan,1666283654,Vendor
i:43572,Magic Eater,4,4,62,Merchant,Onissan,1666283661,Vendor
i:43571,Sewer Carp,12,12,62,Merchant,Onissan,1666283661,Vendor
i:44228,Baby Spice,4,4,5,Merchant,Onissan,1666283667,Vendor
i:3371,Empty Vial,2,2,1,Merchant,Onissan,1666283669,Vendor
i:39209,Scintillating Stone Shard,6,24,1950,Merchant,Anyaaknees,1666285635,Vendor
i:33429,Ice Cleaver,1,5,38331,Merchant,Anyaaknees,1666285635,Vendor
i:37257,?,1,1,53434,Merchant,Anyaaknees,1666285640,Vendor
i:37363,Gauntlets of Dragon Wrath,1,1,68470,Merchant,Anyaaknees,1666285641,Vendor
i:36901,Goldclover,1,3,5225,Shillee,Jarlbalgruf,1666280865,Auction
i:45912,Book of Glyph Mastery,1,1,121125,Johalanis,Jarlbalgruf,1666280931,Auction
i:36906,Icethorn,2,16,9500,Baileysn,Jarlbalgruf,1666281599,Auction
i:36906,Icethorn,1,1,9500,Chikaa,Jarlbalgruf,1666281763,Auction
i:36905,Lichbloom,1,3,9500,Jalennie,Jarlbalgruf,1666281770,Auction
i:21929,Flame Spessarite,1,1,16625,Squuirtle,Jarlbalgruf,1666282307,Auction
i:43694,?,2,6,62,Merchant,Onissan,1666288114,Vendor
i:43653,?,3,15,62,Merchant,Onissan,1666288114,Vendor
i:43571,Sewer Carp,11,11,62,Merchant,Onissan,1666288116,Vendor
i:3371,Empty Vial,4,4,1,Merchant,Onissan,1666288117,Vendor
i:3372,Leaded Vial,1,1,10,Merchant,Onissan,1666288118,Vendor
i:43572,Magic Eater,5,5,62,Merchant,Onissan,1666288206,Vendor
i:39212,Indurate Claw,2,6,2475,Merchant,Onissan,1666289614,Vendor
i:46000,?,3,15,5,Merchant,Onissan,1666289614,Vendor
i:33399,?,1,6,15127,Merchant,Onissan,1666289614,Vendor
i:43852,Thick Fur Clothing Scraps,1,8,5000,Merchant,Onissan,1666289614,Vendor
i:37190,?,1,1,177562,Merchant,Onissan,1666289625,Vendor
i:37192,Annhylde's Ring,1,1,71245,Merchant,Onissan,1666289627,Vendor
i:33451,Fillet of Icefin,8,8,425,Merchant,Onissan,1666289643,Vendor
i:2221,?,1,5,910,Merchant,Anyaaknees,1666294115,Vendor
i:39212,Indurate Claw,2,4,2475,Merchant,Anyaaknees,1666297456,Vendor
i:39512,Hoary Crystals,2,10,1956,Merchant,Anyaaknees,1666297456,Vendor
i:4607,Delicious Cave Mold,1,1,50,Merchant,Anyaaknees,1666297462,Vendor
i:43403,?,1,1,55783,Merchant,Anyaaknees,1666297469,Vendor
i:37183,?,1,1,38248,Merchant,Anyaaknees,1666297477,Vendor
i:37167,?,1,1,63482,Merchant,Anyaaknees,1666297485,Vendor
i:44012,Underbelly Elixir,1,1,175,Merchant,Anyaaknees,1666297491,Vendor
i:33452,Honey-Spiced Lichen,1,1,425,Merchant,Anyaaknees,1666297499,Vendor
i:43851,Fur Clothing Scraps,1,2,1000,Merchant,Onissan,1666299510,Vendor
i:45198,Weeds,1,3,18,Merchant,Onissan,1666299510,Vendor
i:36810,?,2,12,1562,Merchant,Onissan,1666299510,Vendor
i:41803,Rockfin Grouper,11,11,8,Merchant,Onissan,1666299518,Vendor
i:33406,Ice-Bound Plate Bracers,1,2,10125,Merchant,Onissan,1666300308,Vendor
i:44750,Mountain Water,5,5,320,Merchant,Onissan,1666300310,Vendor
i:33449,Crusty Flatbread,5,5,425,Merchant,Onissan,1666300311,Vendor
i:37046,?,1,1,108210,Merchant,Onissan,1666300316,Vendor
i:37034,?,1,1,82756,Merchant,Onissan,1666300318,Vendor
i:17057,Shiny Fish Scales,10,10,7,Merchant,Onissan,1666300320,Vendor
i:36782,Succulent Clam Meat,11,11,150,Merchant,Onissan,1666300322,Vendor
i:33444,Pungent Seal Whey,1,1,425,Merchant,Onissan,1666300324,Vendor
i:33451,Fillet of Icefin,4,4,425,Merchant,Onissan,1666300325,Vendor
i:37097,Scroll of Spirit VII,1,1,247,Merchant,Onissan,1666300326,Vendor
i:33377,?,1,5,14993,Merchant,Onissan,1666300747,Vendor
i:36810,?,1,6,1562,Merchant,Onissan,1666300747,Vendor
i:43851,Fur Clothing Scraps,3,9,1000,Merchant,Onissan,1666301866,Vendor
i:33561,?,1,3,1562,Merchant,Onissan,1666301866,Vendor
i:33562,?,1,4,1735,Merchant,Onissan,1666301866,Vendor
i:33406,Ice-Bound Plate Bracers,1,8,10125,Merchant,Onissan,1666312134,Vendor
i:44758,Icy Spinneret,2,20,1950,Merchant,Onissan,1666312134,Vendor
i:43286,?,1,1,73297,Merchant,Onissan,1666312137,Vendor
i:43493,Watcher's Corpse Dust,1,1,12,Merchant,Onissan,1666312138,Vendor
i:37216,Facade Shield of Glyphs,1,1,95467,Merchant,Onissan,1666312146,Vendor
i:17057,Shiny Fish Scales,1,1,7,Merchant,Onissan,1666312243,Vendor
i:36908,Frost Lotus,1,1,9975,Webs,Jarlbalgruf,1666284030,Auction
i:36932,Dark Jade,1,1,5225,Babydraenei,Jarlbalgruf,1666287714,Auction
i:36783,Northsea Pearl,1,2,6650,Senti,Jarlbalgruf,1666288447,Auction
i:36783,Northsea Pearl,1,2,6650,Jaarlan,Jarlbalgruf,1666290544,Auction
i:23436,Living Ruby,1,1,30875,Ginge,Jarlbalgruf,1666295802,Auction
i:39567,?,8,40,1950,Merchant,Anyaaknees,1666313314,Vendor
i:43852,Thick Fur Clothing Scraps,1,7,5000,Merchant,Anyaaknees,1666313314,Vendor
i:37639,?,1,1,42129,Merchant,Anyaaknees,1666313338,Vendor
i:43852,Thick Fur Clothing Scraps,1,3,5000,Merchant,Anyaaknees,1666323106,Vendor
i:33385,?,1,5,11909,Merchant,Anyaaknees,1666323106,Vendor
i:44758,Icy Spinneret,3,15,1950,Merchant,Anyaaknees,1666323106,Vendor
i:33568,Borean Leather,2,2,4750,Maplemagus,Jarlbalgruf,1666310720,Auction
i:6522,Deviate Fish,1,1,5700,Vartheren,Jarlbalgruf,1666312076,Auction
i:33568,Borean Leather,4,8,4750,Mileageplus,Jarlbalgruf,1666312135,Auction
i:42996,Snapper Extreme,1,2,47500,Antonius,Jarlbalgruf,1666319574,Auction
i:42996,Snapper Extreme,1,2,47500,Geranacondka,Jarlbalgruf,1666322076,Auction
i:43851,Fur Clothing Scraps,1,3,1000,Merchant,Onissan,1666331331,Vendor
i:36810,?,1,4,1562,Merchant,Onissan,1666338298,Vendor
i:41803,Rockfin Grouper,2,2,8,Merchant,Onissan,1666338306,Vendor
i:37369,?,1,1,59655,Merchant,Onissan,1666341871,Vendor
i:36905,Lichbloom,1,1,15200,Barabubbles,Jarlbalgruf,1666340108,Auction
i:33470,Frostweave Cloth,2,24,6650,Roaste,Jarlbalgruf,1666340450,Auction
i:38557,Icy Dragonscale,2,2,12350,Herbertinz,Jarlbalgruf,1666340516,Auction
i:35622,Eternal Water,1,2,90250,Beepers,Jarlbalgruf,1666340583,Auction
i:36903,Adder's Tongue,1,2,10450,Torch,Jarlbalgruf,1666341465,Auction
i:40199,Pygmy Suckerfish,6,48,8550,Torch,Jarlbalgruf,1666341491,Auction
i:33568,Borean Leather,5,60,3800,Slappysan,Jarlbalgruf,1666341586,Auction
i:33568,Borean Leather,1,1,3800,Rotbutt,Jarlbalgruf,1666342010,Auction
i:42999,Blackened Dragonfin,2,8,49875,Debtceiling,Jarlbalgruf,1666345304,Auction
i:38557,Icy Dragonscale,2,10,12350,Baiermartyr,Jarlbalgruf,1666345371,Auction
i:42999,Blackened Dragonfin,2,22,49875,Galgmud,Jarlbalgruf,1666346077,Auction
i:33568,Borean Leather,1,3,3800,Reagenbank,Jarlbalgruf,1666353788,Auction
i:42253,Iceweb Spider Silk,1,1,13300,Shodarisa,Jarlbalgruf,1666353940,Auction
i:42253,Iceweb Spider Silk,1,1,13300,Stawnks,Jarlbalgruf,1666355729,Auction
i:6522,Deviate Fish,1,4,2090,Vartheren,Jarlbalgruf,1666359181,Auction
i:34769,Imperial Manta Steak,2,24,40375,Sylkorra,Jarlbalgruf,1666364959,Auction
i:39512,Hoary Crystals,7,21,1956,Merchant,Onissan,1666373959,Vendor
i:33428,?,1,4,30547,Merchant,Onissan,1666373959,Vendor
i:39513,Efflorescing Shards,2,14,2499,Merchant,Onissan,1666373959,Vendor
i:33403,?,1,7,15746,Merchant,Onissan,1666373959,Vendor
i:36782,Succulent Clam Meat,3,3,150,Merchant,Onissan,1666373970,Vendor
i:46359,Velociraptor Skull,1,2,3369,Merchant,Onissan,1666374126,Vendor
i:33553,?,1,6,1562,Merchant,Fantassthicc,1666375335,Vendor
i:36782,Succulent Clam Meat,15,15,150,Merchant,Fantassthicc,1666375638,Vendor
i:33462,Scroll of Strength VI,3,3,225,Merchant,Fantassthicc,1666375638,Vendor
i:29184,?,1,1,61700,Merchant,Fantassthicc,1666375641,Vendor
i:22829,Super Healing Potion,10,10,5000,Merchant,Fantassthicc,1666375660,Vendor
i:8529,Noggenfogger Elixir,18,18,175,Merchant,Fantassthicc,1666375665,Vendor
i:43465,Scroll of Strength VII,1,1,225,Merchant,Fantassthicc,1666375681,Vendor
i:33444,Pungent Seal Whey,1,1,425,Merchant,Fantassthicc,1666375683,Vendor
i:25653,Riding Crop,1,1,17500,Merchant,Fantassthicc,1666376013,Vendor
i:36860,Eternal Fire,1,1,159125,Reynir,Jarlbalgruf,1666376725,Auction
i:36860,Eternal Fire,1,1,159125,Zhavier,Jarlbalgruf,1666376786,Auction
i:38992,Scroll of Enchant 2H Weapon - Greater Savagery,1,1,536750,Coping,Jarlbalgruf,1666376808,Auction
i:38992,Scroll of Enchant 2H Weapon - Greater Savagery,1,1,536750,Petitemortla,Jarlbalgruf,1666378755,Auction
i:40199,Pygmy Suckerfish,1,5,23750,Royaltoast,Jarlbalgruf,1666378770,Auction
i:38997,Scroll of Enchant Bracers - Greater Spellpower,1,1,415625,Ycbank,Jarlbalgruf,1666380863,Auction
i:38992,Scroll of Enchant 2H Weapon - Greater Savagery,1,1,536750,Ifuqdads,Jarlbalgruf,1666381610,Auction
i:45198,Weeds,2,4,18,Merchant,Anyaaknees,1666390048,Vendor
i:43852,Thick Fur Clothing Scraps,1,5,5000,Merchant,Anyaaknees,1666390048,Vendor
i:39568,Hollow Fang,2,10,2475,Merchant,Anyaaknees,1666390048,Vendor
i:39567,?,3,21,1950,Merchant,Anyaaknees,1666390048,Vendor
i:33416,?,1,19,11960,Merchant,Anyaaknees,1666390048,Vendor
i:37374,?,1,1,70503,Merchant,Anyaaknees,1666390054,Vendor
i:37636,?,1,1,57576,Merchant,Anyaaknees,1666390942,Vendor
i:37628,?,1,1,44763,Merchant,Anyaaknees,1666390949,Vendor
i:41182,Savage Cobalt Slicer,1,1,122266,Merchant,Anyaaknees,1666390952,Vendor
i:43838,Chuchu's Tiny Box of Horrors,1,1,58844,Merchant,Anyaaknees,1666390955,Vendor
i:37642,Hemorrhaging Circle,1,1,71245,Merchant,Anyaaknees,1666390955,Vendor
i:33365,?,1,4,6841,Merchant,Anyaaknees,1666393351,Vendor
i:33415,Frost-Worn Plate Chestpiece,1,5,23082,Merchant,Anyaaknees,1666393351,Vendor
i:45200,Sickly Fish,5,15,18,Merchant,Anyaaknees,1666394109,Vendor
i:45196,Tattered Cloth,3,15,100,Merchant,Anyaaknees,1666394109,Vendor
i:45190,Driftwood,4,28,18,Merchant,Anyaaknees,1666394109,Vendor
i:45194,?,3,24,18,Merchant,Anyaaknees,1666394109,Vendor
i:45198,Weeds,1,14,18,Merchant,Anyaaknees,1666394109,Vendor
i:46361,Crafted Star,2,30,2525,Merchant,Anyaaknees,1666394109,Vendor
i:36782,Succulent Clam Meat,5,5,150,Merchant,Anyaaknees,1666394114,Vendor
i:6522,Deviate Fish,2,2,4,Merchant,Anyaaknees,1666394123,Vendor
i:3369,Grave Moss,1,1,25,Merchant,Anyaaknees,1666394127,Vendor
i:1755,Reinforced Chain Boots,1,4,597,Merchant,Anyaaknees,1666396849,Vendor
i:1780,?,1,6,489,Merchant,Anyaaknees,1666396849,Vendor
i:3803,?,1,8,1086,Merchant,Anyaaknees,1666396849,Vendor
i:2143,Cuirboulli Boots,1,1,789,Merchant,Anyaaknees,1666396864,Vendor
i:24508,Elemental Fragment,9,18,1185,Merchant,Anyaaknees,1666399089,Vendor
i:24511,Primordial Essence,2,6,1325,Merchant,Anyaaknees,1666399089,Vendor
i:44772,Stinking Fur,1,4,1950,Merchant,Anyaaknees,1666399089,Vendor
i:39516,?,1,5,1643,Merchant,Anyaaknees,1666399089,Vendor
i:39567,?,2,12,1950,Merchant,Anyaaknees,1666399089,Vendor
i:39223,?,1,7,2475,Merchant,Anyaaknees,1666399089,Vendor
i:38269,Soggy Handkerchief,13,52,975,Merchant,Anyaaknees,1666401587,Vendor
i:24232,?,4,24,225,Merchant,Anyaaknees,1666401587,Vendor
i:24231,?,8,64,52,Merchant,Anyaaknees,1666401587,Vendor
i:43852,Thick Fur Clothing Scraps,1,9,5000,Merchant,Anyaaknees,1666401587,Vendor
i:33413,Frost-Worn Plate Boots,1,11,17150,Merchant,Anyaaknees,1666401587,Vendor
i:37694,Band of Guile,1,1,71245,Merchant,Anyaaknees,1666401590,Vendor
i:37680,?,1,1,28965,Merchant,Anyaaknees,1666401592,Vendor
i:37692,?,1,1,105368,Merchant,Anyaaknees,1666401594,Vendor
i:35947,Sparkling Frostcap,8,8,800,Merchant,Anyaaknees,1666401599,Vendor
i:43235,Wound Poison VII,2,2,1000,Merchant,Anyaaknees,1666401605,Vendor
i:43851,Fur Clothing Scraps,4,16,1000,Merchant,Onissan,1666409978,Vendor
i:39567,?,7,42,1950,Merchant,Onissan,1666409978,Vendor
i:33430,Abandoned Greatsword,1,9,38477,Merchant,Onissan,1666409978,Vendor
i:43852,Thick Fur Clothing Scraps,2,20,5000,Merchant,Onissan,1666409978,Vendor
i:39211,Serrated Fang,5,75,1950,Merchant,Onissan,1666409978,Vendor
i:39513,Efflorescing Shards,3,48,2499,Merchant,Onissan,1666409978,Vendor
i:33427,?,1,17,22825,Merchant,Onissan,1666409978,Vendor
i:33631,Frosted Claw,3,57,487,Merchant,Onissan,1666409978,Vendor
i:37152,?,1,1,50395,Merchant,Onissan,1666409983,Vendor
i:37637,?,1,1,30816,Merchant,Onissan,1666409988,Vendor
i:42999,Blackened Dragonfin,2,2,66025,Cptcaps,Jarlbalgruf,1666401160,Auction
i:36904,Tiger Lily,1,3,8075,Thejnx,Jarlbalgruf,1666402769,Auction
i:36903,Adder's Tongue,2,18,13300,Skapocalypse,Jarlbalgruf,1666402789,Auction
i:33568,Borean Leather,10,80,4275,Rynaa,Jarlbalgruf,1666402822,Auction
i:33568,Borean Leather,1,7,4275,Rynaa,Jarlbalgruf,1666402831,Auction
i:34769,Imperial Manta Steak,1,7,37525,Ðrpepper,Jarlbalgruf,1666402901,Auction
i:37921,Deadnettle,5,5,7125,Bancrow,Jarlbalgruf,1666405164,Auction
i:42999,Blackened Dragonfin,2,8,57000,Kgcraid,Jarlbalgruf,1666405658,Auction
i:36904,Tiger Lily,1,6,8075,Neartah,Jarlbalgruf,1666407024,Auction
i:36901,Goldclover,4,4,8550,Neartah,Jarlbalgruf,1666407105,Auction
i:33438,Thread-Bare Hat,1,6,9264,Merchant,Fantassthicc,1666415329,Vendor
i:33546,?,3,24,1562,Merchant,Fantassthicc,1666415329,Vendor
i:39220,Geodesic Fragments,4,40,2250,Merchant,Fantassthicc,1666415329,Vendor
i:38557,Icy Dragonscale,2,16,11875,Maraudoneasy,Jarlbalgruf,1666409545,Auction
i:42999,Blackened Dragonfin,2,4,57000,Caiid,Jarlbalgruf,1666410251,Auction
i:33470,Frostweave Cloth,10,60,6175,Shmoops,Jarlbalgruf,1666410956,Auction
i:42999,Blackened Dragonfin,2,2,57000,Altyoucaneat,Jarlbalgruf,1666414257,Auction
i:38558,Nerubian Chitin,1,1,6650,Badquality,Jarlbalgruf,1666419185,Auction
i:38997,Scroll of Enchant Bracers - Greater Spellpower,1,1,415625,Valintyne,Jarlbalgruf,1666419577,Auction
i:38558,Nerubian Chitin,1,3,6650,Locusta,Jarlbalgruf,1666425186,Auction
i:33562,?,2,10,1735,Merchant,Onissan,1666460040,Vendor
i:33561,?,3,18,1562,Merchant,Onissan,1666460040,Vendor
i:33392,?,1,8,13303,Merchant,Onissan,1666460040,Vendor
i:43851,Fur Clothing Scraps,3,30,1000,Merchant,Onissan,1666460040,Vendor
i:45978,Solid Gold Coin,2,8,10000,Merchant,Onissan,1666460415,Vendor
i:43572,Magic Eater,3,3,62,Merchant,Onissan,1666460417,Vendor
i:43571,Sewer Carp,4,4,62,Merchant,Onissan,1666460417,Vendor
i:6522,Deviate Fish,3,3,4,Merchant,Onissan,1666460431,Vendor
i:44772,Stinking Fur,20,280,1950,Merchant,Onissan,1666465010,Vendor
i:44773,Pearly Horn,18,144,2475,Merchant,Onissan,1666465010,Vendor
i:39513,Efflorescing Shards,2,22,2499,Merchant,Onissan,1666465010,Vendor
i:39512,Hoary Crystals,2,22,1956,Merchant,Onissan,1666465010,Vendor
i:33422,?,1,12,24764,Merchant,Onissan,1666465010,Vendor
i:44772,Stinking Fur,9,126,1950,Merchant,Onissan,1666465010,Vendor
i:43852,Thick Fur Clothing Scraps,8,128,5000,Merchant,Onissan,1666465010,Vendor
i:43851,Fur Clothing Scraps,10,170,1000,Merchant,Onissan,1666465010,Vendor
i:33425,Ice-Pitted Blade,1,20,30199,Merchant,Onissan,1666465010,Vendor
i:43089,Vrykul Bones,11,11,250,Merchant,Onissan,1666465027,Vendor
i:35947,Sparkling Frostcap,5,5,800,Merchant,Onissan,1666465028,Vendor
i:40199,Pygmy Suckerfish,1,2,9025,Thunderchckn,Jarlbalgruf,1666458490,Auction
i:38997,Scroll of Enchant Bracers - Greater Spellpower,1,1,351500,Loserpov,Jarlbalgruf,1666458819,Auction
i:40199,Pygmy Suckerfish,1,10,9025,Zepi,Jarlbalgruf,1666459083,Auction
i:40195,Pygmy Oil,1,6,8075,Wrathanard,Jarlbalgruf,1666459610,Auction
i:42999,Blackened Dragonfin,1,8,50350,Krookodile,Jarlbalgruf,1666460367,Auction
i:43012,Rhino Meat,4,4,18525,Thoreso,Jarlbalgruf,1666465706,Auction
i:42999,Blackened Dragonfin,1,4,45600,Foromall,Jarlbalgruf,1666465858,Auction
i:43012,Rhino Meat,4,4,18525,Tightbank,Jarlbalgruf,1666465863,Auction
i:42999,Blackened Dragonfin,1,16,45600,Sisterseluya,Jarlbalgruf,1666465888,Auction
i:43012,Rhino Meat,4,4,18525,Bodyblaster,Jarlbalgruf,1666467091,Auction
i:43012,Rhino Meat,4,4,18525,Bromwynn,Jarlbalgruf,1666467463,Auction
i:43012,Rhino Meat,4,4,18525,Wiskle,Jarlbalgruf,1666467562,Auction
i:45190,Driftwood,1,3,18,Merchant,Anyaaknees,1666472249,Vendor
i:45200,Sickly Fish,1,4,18,Merchant,Anyaaknees,1666472249,Vendor
i:46003,?,3,12,5,Merchant,Anyaaknees,1666472249,Vendor
i:6522,Deviate Fish,2,2,4,Merchant,Anyaaknees,1666472252,Vendor
i:43571,Sewer Carp,5,5,62,Merchant,Anyaaknees,1666472252,Vendor
